5.0,6.0,0.01099890209596599,2.0
55.0,59.0,0.012202469101532228,2.0
10.0,16.0,0.013692664024930258,2.0
23.0,53.0,0.013998076680788028,2.0
48.0,52.0,0.014648475997970067,2.0
1.0,8.0,0.014804240614522622,2.0
18.0,35.0,0.015249002492703235,2.0
20.0,33.0,0.01610527766657237,2.0
17.0,24.0,0.01654566107336319,2.0
29.0,75.0,0.017081960185869282,3.0
27.0,32.0,0.017329411034576664,2.0
54.0,72.0,0.017623246646970354,3.0
3.0,11.0,0.018118702409381873,2.0
12.0,60.0,0.0184378503378446,2.0
25.0,46.0,0.018541901041868113,2.0
50.0,66.0,0.01855202568006235,2.0
13.0,14.0,0.018676863091489766,2.0
15.0,42.0,0.018923299257499294,2.0
64.0,65.0,0.018987347318336956,2.0
21.0,37.0,0.019605163014881303,2.0
9.0,78.0,0.019607901074004834,3.0
49.0,57.0,0.01995213157204171,2.0
7.0,47.0,0.020927935724092232,2.0
58.0,89.0,0.02096676847673179,3.0
2.0,70.0,0.021026342099010862,3.0
34.0,85.0,0.021190532679941032,3.0
45.0,56.0,0.022016082610345412,2.0
26.0,38.0,0.022106989743420544,2.0
74.0,93.0,0.02275541776341495,5.0
68.0,80.0,0.022907966614199873,4.0
0.0,76.0,0.0252678581677922,3.0
73.0,90.0,0.02573678031282899,4.0
36.0,43.0,0.025834293519812656,2.0
61.0,69.0,0.026352492941756896,3.0
51.0,79.0,0.02760427282855449,4.0
30.0,41.0,0.02797442446903674,2.0
62.0,63.0,0.02816766285837675,2.0
19.0,97.0,0.028927907148781323,5.0
71.0,92.0,0.029408154450557573,5.0
40.0,95.0,0.030293086298592772,3.0
67.0,101.0,0.030560237383078025,4.0
84.0,88.0,0.030782108101047565,5.0
81.0,99.0,0.03114213660975654,6.0
44.0,87.0,0.03345178336030475,3.0
86.0,94.0,0.0336190982458789,4.0
22.0,39.0,0.03400937324801428,2.0
4.0,110.0,0.03591576427767756,7.0
83.0,91.0,0.036647629835470485,5.0
28.0,100.0,0.03876974578749909,3.0
98.0,103.0,0.0400475694566244,5.0
82.0,112.0,0.040740468062994126,6.0
111.0,116.0,0.04203326205009547,6.0
77.0,106.0,0.042825616113002174,8.0
31.0,105.0,0.046528749906068936,6.0
102.0,114.0,0.050611318939358205,11.0
109.0,120.0,0.050806329452678684,13.0
107.0,119.0,0.05767454358113053,9.0
96.0,123.0,0.06548250415904036,18.0
108.0,121.0,0.07246963463605478,10.0
115.0,117.0,0.08332228123379792,10.0
118.0,127.0,0.10717709053112574,16.0
122.0,126.0,0.10869519441180972,21.0
113.0,124.0,0.11239082426444533,11.0
104.0,129.0,0.15808337391372673,23.0
125.0,128.0,0.15865914346432847,34.0
130.0,131.0,0.21997123187376635,34.0
132.0,133.0,0.3961836773022215,68.0
